area_identifier,area_name_en,area_name_ms,person_name_en,person_name_ms,post_role_en,post_role_ms,post_label_en,post_label_ms,on_behalf_of_name_en,on_behalf_of_name_ms,actual_party,post_role_en,post_role_ms,post_label_en,post_label_ms,start_date,end_date,person_id,membership_id,post_id,area_id,on_behalf_of_id
P075,Bagan Datuk,Bagan Datuk,Ahmad Zahid Hamidi,Ahmad Zahid Bin Hamidi,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bagan Datuk,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P075,Bagan Datuk,Bagan Datuk,Ata Abdul Muneim Hasan Adli,Ata Abdul Muneim Bin Hasan Adli,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bagan Datuk,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P075,Bagan Datuk,Bagan Datuk,Pakhrurrazi Arshad,Pakhrurrazi BIn Arshad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bagan Datuk,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P076,Telok Intan,Telok Intan,Ahmad Ramadzhan Ahmad Daud,Ahmad Ramadzhan Bin Ahmad Daud,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Telok Intan,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P076,Telok Intan,Telok Intan,Mah Siew Keong,Mah Siew Keong,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Telok Intan,,National Front,Barisan Nasional,GERAKAN,,,,,,,,,,,
P076,Telok Intan,Telok Intan,Nga Kor Ming,Nga Kor Ming,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Telok Intan,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P077,Tanjong Malim,Tanjong Malim,Chang Lih Kang,Chang Lih Kang,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tanjong Malim,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P077,Tanjong Malim,Tanjong Malim,Mah Hang Soon,Mah Hang Soon,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tanjong Malim,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P077,Tanjong Malim,Tanjong Malim,Mohd Tarmizi Ab Rahman,Mohd Tarmizi Bin Ab Rahman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tanjong Malim,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P078,Cameron Highlands,Cameron Highlands,Manogaran Marimuthu,Manogaran Marimuthu,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Cameron Highlands,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P078,Cameron Highlands,Cameron Highlands,Mohd Tahir Kassim,Mohd Tahir Bin Kassim,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Cameron Highlands,,Pan-Malaysian Islamic Front,Barisan Jemaah Islamiah Se-Malaysia,BERJASA,,,,,,,,,,,
P078,Cameron Highlands,Cameron Highlands,Sivaraj Chandran,Sivaraj A/L Chandran,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Cameron Highlands,,National Front,Barisan Nasional,MIC,,,,,,,,,,,
P078,Cameron Highlands,Cameron Highlands,Suresh Kumar Balasubramaniam,Suresh Kumar A/L Balasubramaniam,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Cameron Highlands,,Socialist Party of Malaysia,Parti Sosialis Malaysia,PSM,,,,,,,,,,,
P078,Cameron Highlands,Cameron Highlands,Wan Mahadir Wan Mahmud,Wan Mahadir Bin Wan Mahmud,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Cameron Highlands,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P079,Lipis,Lipis,Abdul Rahman Mohamad,Abdul Rahman Bin Mohamad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Lipis,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P079,Lipis,Lipis,Badarudin Rahaman,Badarudin Bin Rahaman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Lipis,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P079,Lipis,Lipis,Sobirin Duli,Sobirin Bin Duli,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Lipis,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P080,Raub,Raub,Chew Mei Fun,Chew Mei Fun,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Raub,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P080,Raub,Raub,Mohamed Nilam Abdul Manap,Mohamed Nilam Abdul Manap,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Raub,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P080,Raub,Raub,Tengku Zulpuri Shah Raja Puji,Tengku Zulpuri Shah Bin Raja Puji,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Raub,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P081,Jerantut,Jerantut,Ahmad Nazlan Idris,Ahmad Nazlan Bin Idris,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Jerantut,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P081,Jerantut,Jerantut,Wan Mohd Shaharir Wan Abd Jalil,Wan Mohd Shaharir Bin Wan Abd Jalil,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Jerantut,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P081,Jerantut,Jerantut,Yohanis Ahmad,Yohanis BIn Ahmad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Jerantut,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P082,Indera Mahkota,Indera Mahkota,Johan Mat Sah,Johan Bin Mat Sah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Indera Mahkota,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P082,Indera Mahkota,Indera Mahkota,Nasrudin Hassan,Nasrudin Bin Hassan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Indera Mahkota,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P082,Indera Mahkota,Indera Mahkota,Saifuddin Bin Abdullah,Saifuddin Bin Abdullah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Indera Mahkota,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P083,Kuantan,Kuantan,Fuziah Binti Salleh,Fuziah Binti Salleh,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuantan,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P083,Kuantan,Kuantan,Sulaiman Md Derus,Sulaiman Bin Md Derus,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuantan,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P083,Kuantan,Kuantan,Wong Kean Hwee,Wong Kean Hwee,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuantan,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P084,Paya Besar,Paya Besar,Mohamad Azhar Mohd Noor,Mohamad Azhar BIn Mohd Noor,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Paya Besar,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P084,Paya Besar,Paya Besar,Mohd Ashraf Mustaqim Badrul Munir,Mohd Ashraf Mustaqim Bin Badrul Munir,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Paya Besar,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P084,Paya Besar,Paya Besar,Mohd Shahar Abdullah,Mohd Shahar BIn Abdullah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Paya Besar,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P085,Pekan,Pekan,Abd Kadir Sainudin,Abd Kadir bin Sainudin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pekan,,Independent,Bebas,,,,,,,,,,,,
P085,Pekan,Pekan,Ahiatudin Daud,Ahiatudin Bin Daud,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pekan,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P085,Pekan,Pekan,Mohd Najib Abd Razak,Mohd Najib Bin Abd Razak,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pekan,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P085,Pekan,Pekan,Muhammad Zahid Md Arip,Muhammad Zahid Bin Md Arip,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pekan,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P086,Maran,Maran,Ahmad Farid Ahmad Nordin,Ahmad Farid Bin Ahmad Nordin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Maran,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P086,Maran,Maran,Hasenan Haron,Hasenan Bin Haron,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Maran,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P086,Maran,Maran,Ismail Abd Muttalib,Ismail Bin Abd Muttalib,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Maran,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P087,Kuala Krau,Kuala Krau,Ismail Mohamed Said,Ismail Bin Mohamed Said,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuala Krau,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P087,Kuala Krau,Kuala Krau,Kamal Ashaari,Kamal Ashaari,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuala Krau,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P087,Kuala Krau,Kuala Krau,Mohamad Rafidee Hassim,Mohamad Rafidee Bin Hassim,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuala Krau,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P088,Temerloh,Temerloh,Md Jusoh Darus,Md Jusoh Bin Darus,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Temerloh,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P088,Temerloh,Temerloh,Mohd Khaidir Ahmad,Mohd Khaidir Bin Ahmad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Temerloh,,Independent,Bebas,,,,,,,,,,,,
P088,Temerloh,Temerloh,Mohd Sharkar Shamsudin,Mohd Sharkar Bin Shamsudin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Temerloh,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P088,Temerloh,Temerloh,Mohd Anuar Mohd Tahir,Mohd Anuar Bin Mohd Tahir,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Temerloh,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,,,,,
P089,Temerloh,Temerloh,Muhamad Fakhrudin Abu Hanipah,Muhamad Fakhrudin Bin Abu Hanipah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Temerloh,,Independent,Bebas,,,,,,,,,,,,
P089,Bentong,Bentong,Balasubramaniam Nachiappan,Balasubramaniam A/L Nachiappan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bentong,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P089,Bentong,Bentong,Liow Tiong Lai,Liow Tiong Lai,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bentong,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P089,Bentong,Bentong,Wong Tack,Wong Tack,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bentong,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P090,Bera,Bera,Ismail Sabri Yaakob,Ismail Sabri Bin Yaakob,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bera,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P090,Bera,Bera,Musaniff Ab Rahman,Musaniff Bin Ab Rahman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bera,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P090,Bera,Bera,Zakaria Abdul Hamid,Zakaria Bin Abdul Hamid,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bera,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P091,Rompin,Rompin,Hasan Arifin,Hasan BIn Arifin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Rompin,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P091,Rompin,Rompin,M Shahrul Nizam Abdul Haliff,M Shahrul Nizam Bin Abdul Haliff,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Rompin,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P091,Rompin,Rompin,Sitarunisah Ab Kadir,Sitarunisah Binti Ab Kadir,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Rompin,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P092,Sabak Bernam,Sabak Bernam,Mohd Fasiah Mohd Fakeh,Mohd Fasiah Bin Mohd Fakeh,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sabak Bernam,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P092,Sabak Bernam,Sabak Bernam,Muhammad Labib Abd Jalil,Muhammad Labib Bin Abd Jalil,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sabak Bernam,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P092,Sabak Bernam,Sabak Bernam,Warno Dogol,Warno Bin Dogol,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sabak Bernam,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P093,Sungai Besar,Sungai Besar,Budiman Mohd Zohdi,Budiman Bin Mohd Zohdi,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sungai Besar,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P093,Sungai Besar,Sungai Besar,Mohamed Salled M Husin,Mohamed Salled Bin M Husin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sungai Besar,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P093,Sungai Besar,Sungai Besar,Muslimin Yahaya,Muslimin Bin Yahaya,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sungai Besar,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P094,Hulu Selangor,Hulu Selangor,Kumar S. Paramasivam,Kumar A/L S. Paramasivam,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Hulu Selangor,,Independent,Bebas,,,,,,,,,,,,
P094,Hulu Selangor,Hulu Selangor,Leow Hsiad Hui,Leow Hsiad Hui,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Hulu Selangor,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P094,Hulu Selangor,Hulu Selangor,P. Kamalanathan P. Panchanathan,P. Kamalanathan A/L P. Panchanathan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Hulu Selangor,,National Front,Barisan Nasional,MIC,,,,,,,,,,,
P094,Hulu Selangor,Hulu Selangor,Wan Mat Sulaiman,Wan Mat Bin Sulaiman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Hulu Selangor,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P095,Tanjung Karang,Tanjung Karang,Noh Omar,Noh Bin Omar,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tanjong Karang,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P095,Tanjung Karang,Tanjung Karang,Nor Az Azlan Ahmad,Nor Az Azlan Bin Ahmad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tanjong Karang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P095,Tanjung Karang,Tanjung Karang,Zulkafperi Hanapi,Zulkafperi BIn Hanapi,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Tanjong Karang,,People’s Justice Party,Parti Keadilan Rakyat,PPBM,,,,,,,,,,,
P096,Kuala Selangor,Kuala Selangor,Dzulkefly Ahmad,Dzulkefly Bin Ahmad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuala Selangor,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,,,,,
P096,Kuala Selangor,Kuala Selangor,Irmohizam Ibrahim,Irmohizam Bin Ibrahim,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuala Selangor,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P096,Kuala Selangor,Kuala Selangor,Mohd Fakaruddin Ismail,Mohd Fakaruddin Bin Ismail,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kuala Selangor,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P097,Selayang,Selayang,Hashim Abdul Karim,Hashim Bin Abdul Karim,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Selayang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P097,Selayang,Selayang,Kang Meng Fuat,Kang Meng Fuat,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Selayang,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P097,Selayang,Selayang,William Leong Jee Keen,William Leong Jee Keen,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Selayang,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P098,Gombak,Gombak,Abdul Rahim Pandak Kamarudin,Abdul Rahim Bin Pandak Kamarudin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Gombak,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P098,Gombak,Gombak,Khairil Nizam Khirudin,Khairil Nizam Bin Khirudin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Gombak,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P098,Gombak,Gombak,Mohamed Azmin Ali,Mohamed Azmin Bin Ali,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Gombak,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P099,Ampang,Ampang,Leong Kim Soon,Leong Kim Soon,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ampang,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P099,Ampang,Ampang,Nurul Islam Mohamed Yusoff,Nurul Islam Bin Mohamed Yusoff,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ampang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P099,Ampang,Ampang,Tan Hua Meng,Tan Hua Meng,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ampang,,Malaysian People's Party,Parti Rakyat Malaysia,PRM,,,,,,,,,,,
P099,Ampang,Ampang,Zuraida Kamaruddin,Zuraida Bin Kamaruddin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Ampang,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P100,Pandan,Pandan,Lee Ying Ha,Lee Ying Ha,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pandan,,Malaysian People's Party,Parti Rakyat Malaysia,PRM,,,,,,,,,,,
P100,Pandan,Pandan,Leong Kok Wee,Leong Kok Wee,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pandan,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P100,Pandan,Pandan,Mohamed Sukri Omar,Mohamed Sukri Bin Omar,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pandan,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P100,Pandan,Pandan,Mohd Khairul Azam Abdul Aziz,Mohd Khairul Azam BIn Abdul Aziz,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pandan,,Independent,Bebas,,,,,,,,,,,,
P100,Pandan,Pandan,Wan Azizah Wan Ismail,Wan Azizah Binti Wan Ismail,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Pandan,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P101,Hulu Langat,Hulu Langat,Azman Ahmad,Azman Bin Ahmad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Hulu Langat,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P101,Hulu Langat,Hulu Langat,Che Rosli Che Mat,Che Rosli Bin Che Mat,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Hulu Langat,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P101,Hulu Langat,Hulu Langat,Hasanuddin Mohd Yunus,Hasanuddin Bin Mohd Yunus,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Hulu Langat,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,,,,,
P102,Bangi,Bangi,Liew Yuen Keong,Liew Yuen Keong,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bangi,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P102,Bangi,Bangi,Mohd Shafie Ngah,Mohd Shafie Bin Ngah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bangi,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P102,Bangi,Bangi,Ong Kian Ming,Ong Kian Ming,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bangi,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P102,Bangi,Bangi,Wan Jinn Woei,Wan Jinn Woei,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Bangi,,Malaysian People's Party,Parti Rakyat Malaysia,PRM,,,,,,,,,,,
P103,Puchong,Puchong,Ang Chin Tat,Ang Chin Tat,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Puchong,,National Front,Barisan Nasional,GERAKAN,,,,,,,,,,,
P103,Puchong,Puchong,Gobind Singh Deo,Gobind Singh Deo,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Puchong,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P103,Puchong,Puchong,Mohamad Rosharizan Mohd Rozlan,Mohamad Rosharizan Bin Mohd Rozlan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Puchong,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P104,Subang,Subang,Mohd Shahrir Mohd Adnan,Mohd Shahrir BIn Mohd Adnan,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Subang,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P104,Subang,Subang,Tan Seong Lim,Tan Seong Lim,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Subang,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P104,Subang,Subang,Toh Sin Wah,Toh Sin Wah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Subang,,Independent,Bebas,,,,,,,,,,,,
P104,Subang,Subang,Wong Chen,Wong Chen,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Subang,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P105,Petaling Jaya,Petaling Jaya,Chew Hian Tat,Chew Hian Tat,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Petaling Jaya,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P105,Petaling Jaya,Petaling Jaya,Maria Chin Abdullah,Maria Chin Binti Abdullah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Petaling Jaya,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P105,Petaling Jaya,Petaling Jaya,Noraini Hussin,Noraini Binti Hussin,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Petaling Jaya,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P106,Damansara,Damansara,Wong Mun Kheong,Wong Mun Kheong,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Damansara,,Malaysian People's Party,Parti Rakyat Malaysia,PRM,,,,,,,,,,,
P106,Damansara,Damansara,Ho Kwonk Xheng,Ho Kwonk Xheng,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Damansara,,National Front,Barisan Nasional,MCA,,,,,,,,,,,
P106,Damansara,Damansara,Pua Kiam Wee,Pua Kiam Wee,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Damansara,,People’s Justice Party,Parti Keadilan Rakyat,DAP,,,,,,,,,,,
P107,Sungai Buloh,Sungai Buloh,Nuridah Mohd Salleh,Nuridah Binti Mohd Salleh,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sungai Buloh,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P107,Sungai Buloh,Sungai Buloh,Pakas Rao Applanaidoo,Pakas Rao A/L Applanaidoo,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sungai Buloh,,National Front,Barisan Nasional,MIC,,,,,,,,,,,
P107,Sungai Buloh,Sungai Buloh,Sivarasa K. Rasiah,Sivarasa A/L K. Rasiah,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sungai Buloh,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
P107,Sungai Buloh,Sungai Buloh,Zainurizzaman Mohram,Zainurizzaman Bin Mohram,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Sungai Buloh,,Socialist Party Malysia,Party Socialis Malaysia,PSM,,,,,,,,,,,
P108,Shah Alam,Shah Alam,Azhari Shaari,Azhari Bin Shaari,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Shah Alam,,National Front,Barisan Nasional,UMNO,,,,,,,,,,,
P108,Shah Alam,Shah Alam,Khalid Abd Samad,Khalid Bin Abd Samad,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Shah Alam,,People’s Justice Party,Parti Keadilan Rakyat,AMANAH,,,,,,,,,,,
P108,Shah Alam,Shah Alam,Mohd Zuhdi Marsuki,Mohd Zuhdi Bin Marsuki,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Shah Alam,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P109,Kapar,Kapar,Abd Rani Osman,Abd Rani BIn Osman,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kapar,,Malaysian Islamic Party,Parti Islam Se-Malaysia,PAS,,,,,,,,,,,
P109,Kapar,Kapar,Abdullah Sani Abdul Hamid,Abdullah Sani Bin Abdul Hamid,GE14 Parliamentary Candidate,,GE14 Parliamentary Candidate for Kapar,,People’s Justice Party,Parti Keadilan Rakyat,PKR,,,,,,,,,,,
